ranked languages,root language,second language,word,word count
French,French,,tup,4
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,twig,4
,,,twinkling,4
,,,twisting,4
"Old French,Greek,Sanskrit,French,Norse,Old Norse,Latin",Old French,Greek,ugly,4
French,French,,ultimate,4
,,,unbuttoned,4
French,French,,unclean,4
,,,uncovered,4
,,,unfolded,4
,,,upset,4
"Old French,French,Latin,Greek",Old French,French,upward,4
,,,usually,4
,,,varying,4
"French,Greek,Old French",French,Greek,vent,4
,,,ventured,4
"French,Greek,Old French",French,Greek,victim,4
,,,vienna,4
French,French,,vigour,4
"Latin,Old French,Greek,Sanskrit,French",Latin,Old French,villa,4
"French,Old French,Greek",French,Old French,violent,4
"French,Old French,Greek",French,Old French,virtuous,4
"French,Old French",French,Old French,visage,4
,,,visiting,4
,,,visits,4
,,,viz,4
,,,volumes,4
,,,waking,4
"Old Norse,Latin,Old French,French,Greek,Norse,Sanskrit",Old Norse,Latin,wander,4
"Norse,Old French,French,Greek,Sanskrit,Latin",Norse,Old French,ware,4
,,,watchman,4
French,French,,watery,4
,,,waving,4
French,French,,wealth,4
,,,weave,4
,,,wept,4
French,French,,western,4
,,,wetted,4
,,,wexford,4
,,,whatsoever,4
,,,whence,4
,,,whereas,4
,,,wherever,4
,,,whiles,4
,,,whirred,4
French,French,,wholly,4
,,,whores,4
,,,wicklow,4
"Latin,French,Greek,Old French",Latin,French,widower,4
French,French,,willing,4
French,French,,windy,4
,,,wings,4
,,,wink,4
,,,winkle,4
"Old Norse,Norse,Old French,French,German,Sanskrit,Greek,Latin",Old Norse,Norse,winter,4
,,,wits,4
,,,wogger,4
,,,womans,4
,,,wondered,4
,,,wonderworker,4
,,,worlds,4
French,French,,worthy,4
"Greek,Latin,Old French,French,Sanskrit,Norse,Old Norse",Greek,Latin,wreath,4
,,,wreaths,4
,,,yankee,4
,,,yards,4
"Old Norse,German,Germanic,Greek,Sanskrit,Old French,French,Latin,Norse",Old Norse,German,yawn,4
"Greek,Old French,French",Greek,Old French,yea,4
,,,yelling,4
,,,youre,4
,,,zrads,4
,,,—his,4
,,,—hold,4
,,,—show,4
,,,—take,4
,,,—this,4
,,,—those,4
,,,—two,4
,,,—when,4
,,,—which,4
,,,—with,4
,,,1/2d,3
,,,111,3
,,,13,3
,,,18,3
,,,1894,3
,,,19,3
,,,1901,3
,,,1d,3
,,,1st,3
,,,2d,3
,,,40,3
,,,46,3
,,,4d,3
,,,50,3
,,,54,3
,,,70,3
,,,abandoned,3
French,French,,abnegation,3
,,,absent,3
,,,absentminded,3
"French,Old French",French,Old French,absolute,3
French,French,,accompany,3
"French,Old French",French,Old French,accordance,3
,,,accounts,3
"French,Greek,Old French",French,Greek,aconite,3
,,,acting,3
"French,Old French",French,Old French,activity,3
,,,acts,3
"French,Old French",French,Old French,actual,3
French,French,,add,3
,,,adhered,3
,,,adjoining,3
"Old French,French",Old French,French,admiralty,3
"French,Old French",French,Old French,admire,3
,,,admitted,3
"French,Old French",French,Old French,adore,3
French,French,,adulterer,3
,,,adulteress,3
"French,Old French,Latin,Greek",French,Old French,adultery,3
"French,Old French,Greek",French,Old French,advice,3
,,,advised,3
,,,aengus,3
"French,Old French",French,Old French,affirmation,3
,,,africa,3
,,,afterwards,3
,,,agents,3
"French,Old French",French,Old French,aim,3
,,,alarm,3
,,,alas,3
,,,allayed,3
,,,allfours,3
French,French,,allusion,3
"Old French,Sanskrit,French,Latin,Greek",Old French,Sanskrit,almanac,3
,,,almidano,3
"French,Old French,Greek",French,Old French,aloft,3
,,,aloysius,3
"French,Old French",French,Old French,alteration,3
,,,alternately,3
French,French,,altitude,3
,,,ambled,3
,,,amen,3
,,,america,3
,,,amiens,3
French,French,,amusement,3
"Greek,Old French,French",Greek,Old French,analysis,3
"Old French,Latin,Greek,Sanskrit,French",Old French,Latin,angel,3
French,French,,anger,3
,,,ankles,3
,,,anticipating,3
"French,Old French",French,Old French,antiquity,3
,,,antonio,3
,,,anxiously,3
"Latin,Norse,Old French,French,Old Norse,Greek,Sanskrit",Latin,Norse,ape,3
,,,apiece,3
,,,apparently,3
"French,Old French",French,Old French,appear,3
"French,Old French",French,Old French,appetite,3
,,,apples,3
"French,Old French",French,Old French,appreciation,3
French,French,,approval,3
,,,aproned,3
French,French,,arbour,3
,,,arent,3
,,,armpit,3
"French,Greek,Old French",French,Greek,aromatic,3
French,French,,arrival,3
"French,Old French",French,Old French,arrive,3
,,,artifoni,3
French,French,,artistic,3
"Norse,Old Norse,Sanskrit,Greek,Latin,Old French,French,German",Norse,Old Norse,ash,3
French,French,,ashamed,3
"Old French,Greek,French,Latin",Old French,Greek,askance,3
"French,Old French",French,Old French,assault,3
French,French,,assistant,3
French,French,,association,3
,,,assuming,3
French,French,,assurance,3
,,,assured,3
French,French,,astray,3
,,,athos,3
,,,attempted,3
French,French,,attendance,3
"French,Greek,Old French",French,Greek,attitude,3
,,,augmented,3
French,French,,august,3
,,,austria,3
,,,austrian,3
,,,automatic,3
"French,Old French,Greek,Norse,Sanskrit,Latin",French,Old French,autumn,3
"French,Old French",French,Old French,avarice,3
"French,Old French",French,Old French,avoid,3
"Norse,Old French,French,Greek,Sanskrit,Latin",Norse,Old French,aware,3
"Sanskrit,French,Latin,Old French,Greek",Sanskrit,French,awe,3
,,,awry,3
,,,babies,3
,,,backache,3
,,,backbone,3
,,,backdoor,3
,,,backs,3
,,,banged,3
"French,Greek,Old French",French,Greek,barber,3
,,,bards,3
,,,bared,3
"Greek,Old French,French",Greek,Old French,bark,3
"French,Old French",French,Old French,barony,3
,,,bars,3
French,French,,batch,3
,,,bathing,3
,,,battered,3
,,,bawled,3
"Greek,Old French,French",Greek,Old French,beach,3
"German,Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",German,Greek,beam,3
,,,beaming,3
,,,beastly,3
,,,beasts,3
,,,becalmed,3
,,,beck,3
,,,beckoned,3
,,,begging,3
,,,begun,3
,,,beliefs,3
,,,believer,3
"French,Old French",French,Old French,belle,3
,,,belongs,3
,,,beloved,3
,,,benben,3
"Greek,French,Old French",Greek,French,benediction,3
,,,benefit,3
,,,benjamin,3
,,,betting,3
,,,beverages,3
French,French,,beware,3
,,,bigger,3
,,,bills,3
,,,billsticker,3
,,,biting,3
,,,blackwood,3
,,,blanket,3
French,French,,blessing,3
"Norse,Old Norse,Old French,French,Greek,Sanskrit,Latin",Norse,Old Norse,blithe,3
French,French,,block,3
French,French,,bloodless,3
,,,bloomfield,3
,,,bluey,3
,,,blurred,3
,,,blushes,3
,,,boast,3
,,,boiling,3
"Greek,Sanskrit,Old French,French,Latin",Greek,Sanskrit,bolt,3
"French,Old French,Greek",French,Old French,bonnet,3
,,,boulders,3
,,,bounding,3
"Old French,French",Old French,French,bout,3
,,,bows,3
,,,boyaboy,3
"French,Old French",French,Old French,branch,3
,,,brandnew,3
French,French,,brave,3
,,,bravely,3
French,French,,breastbone,3
,,,breathed,3
,,,breathless,3
"Old Norse,Norse,Greek,Sanskrit,Old French,French,Latin",Old Norse,Norse,breeches,3
,,,brilliancy,3
French,French,,brisk,3
,,,brogues,3
,,,brooding,3
,,,brows,3
,,,brunny,3
,,,brushed,3
,,,buckets,3
,,,build,3
,,,bulky,3
"French,Old French",French,Old French,bullet,3
,,,bunk,3
,,,burgundy,3
French,French,,burn,3
,,,butchers,3
"French,Old French,Greek",French,Old French,calendar,3
"French,Old French",French,Old French,calf,3
,,,callinan,3
"Old French,Latin,Greek,French",Old French,Latin,canon,3
,,,canvassing,3
"French,Old French",French,Old French,capacity,3
,,,capped,3
"French,Old French,Greek",French,Old French,carcass,3
,,,cared,3
,,,careers,3
"Old French,French",Old French,French,careless,3
,,,caressed,3
,,,carlisle,3
,,,carra,3
,,,cassiopeia,3
"Old French,French",Old French,French,catastrophe,3
,,,cattlemarket,3
"Old French,Greek,French",Old French,Greek,causeway,3
"French,Greek,Latin,Old French",French,Greek,cavalcade,3
,,,cavaliers,3
"French,Old French,Greek",French,Old French,cave,3
"Old French,Greek,French",Old French,Greek,ceiling,3
"Greek,French,Old French,Sanskrit,Latin",Greek,French,cell,3
"French,Old French,Greek",French,Old French,cellar,3
"French,Old French,Greek",French,Old French,cent,3
"French,Old French",French,Old French,central,3
"French,Old French",French,Old French,certificate,3
,,,challenges,3
"French,Latin,Greek,Old French",French,Latin,chamberlain,3
"French,Old French",French,Old French,chanter,3
,,,charades,3
,,,charms,3
,,,cheaper,3
,,,cheer,3
,,,cheerful,3
,,,chemical,3
"Greek,Old French,Old Norse,French,Latin,Sanskrit,Norse",Greek,Old French,chew,3
,,,chickens,3
,,,chiefly,3
French,French,,childhood,3
,,,chinchopper,3
,,,chipped,3
French,French,,chloroform,3
"French,Old French",French,Old French,choir,3
,,,choking,3
,,,chop,3
,,,chose,3
,,,chris,3
,,,cigarettecase,3
French,French,,circumstantial,3
,,,cities,3
,,,citizens,3
"French,Old French",French,Old French,citron,3
,,,citrons,3
,,,clacking,3
,,,clank,3
,,,clanking,3
,,,classical,3
,,,claws,3
,,,cleared,3
,,,clifford,3
"Old French,Greek,French",Old French,Greek,clumsy,3
,,,coals,3
French,French,,coarse,3
,,,cockles,3
,,,coiled,3
"Old French,French",Old French,French,coke,3
,,,collapse,3
"French,Old French",French,Old French,collection,3
"French,Old French",French,Old French,collector,3
"French,Old French",French,Old French,column,3
French,French,,combat,3
"French,Old French",French,Old French,combustion,3
,,,comets,3
,,,comfits,3
French,French,,command,3
"French,Old French",French,Old French,comment,3
"French,Old French",French,Old French,commode,3
,,,commons,3
"French,Old French",French,Old French,communion,3
,,,companions,3
"French,Old French",French,Old French,comparative,3
"French,Old French",French,Old French,compare,3
,,,compared,3
"French,Old French",French,Old French,comparison,3
French,French,,competition,3
,,,compliments,3
,,,composed,3
"French,Old French",French,Old French,composition,3
French,French,,comprehend,3
,,,compressed,3
,,,conceived,3
,,,concern,3
French,French,,conclude,3
"French,Old French",French,Old French,conclusion,3
"French,Old French",French,Old French,concomitant,3
"Old French,French",Old French,French,concupiscence,3
,,,condemned,3
"French,Old French,Latin,Greek",French,Old French,conductor,3
"French,Old French,Greek",French,Old French,confession,3
,,,conjectured,3
"French,Greek,Old French,Latin,Sanskrit",French,Greek,conscience,3
"French,Old French",French,Old French,consequent,3
,,,considered,3
,,,consort,3
,,,constantly,3
"French,Old French",French,Old French,constitution,3
French,French,,consubstantial,3
,,,consummated,3
French,French,,consummation,3
"French,Old French",French,Old French,contrary,3
,,,controlled,3
,,,convulsions,3
,,,conway,3
,,,coppers,3
,,,copybook,3
,,,corns,3
"French,Old French",French,Old French,correct,3
"French,Old French,Latin,Old Norse,Greek,Norse,Sanskrit",French,Old French,cottage,3
"French,Old French",French,Old French,couch,3
,,,couched,3
"French,Old French",French,Old French,counsel,3
,,,counted,3
,,,counting,3
"French,Old French,Greek",French,Old French,courteous,3
,,,courthouse,3
,,,cousins,3
,,,crammed,3
,,,crazy,3
"French,Greek,Latin,Sanskrit,Old French",French,Greek,credit,3
,,,crimson,3
,,,crisp,3
,,,crop,3
,,,crouched,3
"French,Old French",French,Old French,cruelty,3
,,,crush,3
,,,crusted,3
,,,cunty,3
,,,cures,3
,,,curiously,3
,,,curling,3
,,,curls,3
French,French,,current,3
,,,cursing,3
,,,curving,3
,,,cycle,3
"French,Greek,Old French",French,Greek,cylinder,3
French,French,,dab,3
,,,dances,3
"French,Old French,Greek",French,Old French,danger,3
,,,dante,3
,,,dared,3
,,,dayfather,3
French,French,,deathbed,3
"French,Old French",French,Old French,decision,3
,,,decoy,3
,,,delivered,3
,,,depicted,3
French,French,,deportment,3
,,,deposited,3
,,,descending,3
,,,deserves,3
,,,deshil,3
,,,desires,3
,,,development,3
"Germanic,German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",Germanic,German,dew,3
French,French,,dictate,3
,,,didn't,3
,,,dies,3
"French,Greek,Old French",French,Greek,diet,3
"French,Old French",French,Old French,difficult,3
"French,Old French,Greek",French,Old French,dig,3
"French,Old French",French,Old French,dignity,3
,,,diminishing,3
,,,dingdong,3
,,,diningroom,3
,,,disappointed,3
"French,Old French",French,Old French,disc,3
,,,dishes,3
,,,disliked,3
,,,disorderly,3
,,,disposed,3
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,dock,3
,,,docket,3
,,,dodging,3
"French,Old French,Greek,Sanskrit,Latin",French,Old French,dome,3
,,,donnybrook,3
,,,dorset,3
,,,dose,3
,,,doubles,3
French,French,,downward,3
"French,Old French",French,Old French,doze,3
,,,drained,3
,,,draymen,3
,,,dreamily,3
,,,dreamt,3
,,,drenched,3
,,,dribbling,3
,,,dried,3
,,,driver,3
,,,drooping,3
"Old French,French",Old French,French,drown,3
"Old French,French",Old French,French,drowsy,3
"Old French,French",Old French,French,dub,3
,,,dunphy,3
,,,dunsink,3
"Greek,Norse,Old French,French,Sanskrit,Latin",Greek,Norse,dwell,3
,,,dyeworks,3
"French,Old French",French,Old French,eagle,3
,,,eamus,3
,,,eaters,3
,,,eavesdropping,3
"French,Old French",French,Old French,eccentric,3
,,,ecclesiastical,3
,,,economy,3
,,,edges,3
"French,Old French",French,Old French,education,3
,,,educational,3
,,,egyptian,3
"Norse,Sanskrit,French,Greek,Old French,Latin",Norse,Sanskrit,eighteen,3
French,French,,eighty,3
French,French,,electricity,3
French,French,,elsewhere,3
"Old French,French",Old French,French,em,3
,,,emerged,3
"French,Old French",French,Old French,eminent,3
French,French,,emmet,3
"French,Old French,Latin,Greek",French,Old French,emperor,3
"Old French,French",Old French,French,emphasis,3
,,,empties,3
,,,emptying,3
French,French,,encourage,3
French,French,,ending,3
"French,Sanskrit,Old French,Germanic,German,English,Norse,Old Norse,Latin,Greek",French,Sanskrit,enemy,3
,,,engagement,3
"Old French,French,Greek",Old French,French,enigma,3
,,,entertainment,3
"French,Old French",French,Old French,entire,3
"French,Old French",French,Old French,entrance,3
"Old French,French,Sanskrit,Latin,Greek,Norse",Old French,French,equine,3
"French,Old French",French,Old French,erotic,3
,,,erred,3
"French,Greek,Old French,Sanskrit,Latin,Norse",French,Greek,error,3
"French,Old French",French,Old French,esquire,3
"French,Greek,Old French,Latin,Norse,Sanskrit",French,Greek,essence,3
,,,etc,3
"French,Old French,Greek,Latin",French,Old French,eternal,3
"French,Greek,Old French,Latin",French,Greek,ether,3
,,,etherial,3
,,,eugene,3
,,,events,3
,,,everchanging,3
"French,Old French",French,Old French,evoke,3
,,,examined,3
,,,exceeding,3
,,,exceedingly,3
"French,Old French",French,Old French,excite,3
,,,exhausted,3
"French,Old French",French,Old French,exist,3
,,,exodus,3
,,,expecting,3
,,,exposure,3
,,,extending,3
French,French,,exterior,3
,,,extremely,3
,,,extremities,3
,,,eyelids,3
,,,facts,3
French,French,,fade,3
,,,fading,3
,,,failed,3
"French,Old French",French,Old French,failure,3
French,French,,fairly,3
French,French,,fare,3
,,,fared,3
,,,fate,3
,,,fathoms,3
,,,fears,3
French,French,,feeding,3
,,,fein,3
,,,ferns,3
,,,fetch,3
,,,fff,3
,,,fidgets,3
"French,Greek,Old French,Sanskrit,Latin",French,Greek,fierce,3
French,French,,filly,3
,,,finance,3
,,,financial,3
,,,finglas,3
,,,fireplace,3
"Latin,Old French,French,Greek,Sanskrit,Old Norse,Norse,Germanic,German",Latin,Old French,fist,3
,,,flayed,3
,,,flicker,3
"Latin,Sanskrit,Old French,French,Greek",Latin,Sanskrit,flight,3
"Old French,Greek,French",Old French,Greek,flock,3
,,,floey,3
,,,flop,3
,,,florence,3
,,,flour,3
,,,flute,3
,,,fogey,3
French,French,,fond,3
French,French,,foolish,3
,,,fools,3
,,,forced,3
,,,forces,3
,,,forearm,3
,,,forefinger,3
,,,formed,3
French,French,,forthcoming,3
"French,Old French",French,Old French,fortune,3
"French,Old French,Greek,Latin,Sanskrit",French,Old French,fraction,3
,,,france,3
,,,freed,3
"Old French,French,Greek",Old French,French,freely,3
"French,Old French",French,Old French,friar,3
"Greek,French,Old French",Greek,French,friendship,3
French,French,,fright,3
French,French,,frightful,3
"French,Old French",French,Old French,fringe,3
,,,frockcoat,3
"French,Sanskrit,Old French,Greek,Latin",French,Sanskrit,fry,3
,,,fuel,3
"Old French,French",Old French,French,fuller,3
"French,Old French",French,Old French,fume,3
,,,functions,3
"French,Greek,Old French",French,Greek,furniture,3
,,,gaelic,3
,,,galloping,3
,,,games,3
,,,gardner,3
,,,garrett,3
,,,garryowen,3
"French,Old French",French,Old French,garter,3
,,,gasp,3
"French,Old French",French,Old French,generation,3
,,,generations,3
,,,gentiles,3
French,French,,genuine,3
,,,gerald,3
,,,german,3
,,,gertrude,3
,,,ghosts,3
"Old French,French",Old French,French,giddy,3
,,,gifts,3
,,,gilbert,3
French,French,,gilded,3
,,,gilligan,3
,,,giltrap,3
,,,glided,3
,,,gliding,3
"French,Greek,Old French,Latin",French,Greek,glory,3
,,,glove,3
"Sanskrit,Norse,Old French,French,Greek,Latin",Sanskrit,Norse,glow,3
,,,glowing,3
"French,Old French,Greek",French,Old French,glue,3
,,,goddesses,3
,,,godly,3
"Old Norse,German,Norse,Latin,Sanskrit,Old French,French,English,Greek,American English,Germanic",Old Norse,German,goose,3
,,,gordon,3
"French,Old French",French,Old French,gorgeous,3
,,,gouty,3
,,,grafton,3
,,,gramophone,3
"French,Old French",French,Old French,grandmother,3
"French,Greek,Old French",French,Greek,granite,3
,,,grapes,3
,,,grateful,3
,,,grating,3
"French,Old French",French,Old French,gratitude,3
"French,Old French",French,Old French,gravel,3
,,,graves,3
,,,grill,3
,,,grimaced,3
,,,grinning,3
French,French,,grip,3
French,French,,groaning,3
"French,Greek,Old French",French,Greek,group,3
French,French,,growing,3
"Old French,French",Old French,French,growl,3
,,,growls,3
,,,grown,3
French,French,,grub,3
,,,grunting,3
,,,guarantee,3
French,French,,guard,3
French,French,,guilty,3
"French,Old French,Greek,Sanskrit,Latin",French,Old French,gullet,3
,,,hackney,3
,,,hadnt,3
,,,hailed,3
"Old French,French",Old French,French,hairpin,3
,,,handkerchiefs,3
,,,happier,3
,,,happiness,3
"Sanskrit,French,Old French,Latin,Greek",Sanskrit,French,hark,3
,,,harping,3
,,,harvey,3
,,,hastened,3
,,,hated,3
,,,haunches,3
French,French,,hawker,3
French,French,,hazard,3
,,,healy,3
"Old French,French",Old French,French,heap,3
,,,heaped,3
"Latin,Sanskrit,Old French,Greek,French",Latin,Sanskrit,heathen,3
,,,hebrew,3
French,French,,heifer,3
,,,helping,3
"Norse,Old French,French,Greek,Sanskrit,Latin",Norse,Old French,hen,3
"Latin,Old French,French,Greek",Latin,Old French,hence,3
,,,herds,3
,,,heroes,3
,,,herrings,3
,,,hester,3
French,French,,highland,3
"Greek,Sanskrit,Old French,French,Latin",Greek,Sanskrit,hight,3
