ranked languages,root language,second language,word,word count
"Old French,French",Old French,French,shake,3
,,,sheets,3
"Latin,French,Greek,Old French",Latin,French,shelf,3
,,,ships,3
,,,shock,3
,,,shops,3
,,,shrill,3
,,,shuffling,3
,,,sides,3
,,,simultaneously,3
"French,Old French,Greek",French,Old French,sincere,3
,,,singers,3
,,,sipped,3
,,,sleeping,3
,,,sleeves,3
,,,slept,3
French,French,,slice,3
,,,slices,3
,,,slipped,3
,,,sobbing,3
French,French,,sombre,3
"Old French,French",Old French,French,soprano,3
,,,space,3
,,,spared,3
"Old French,French",Old French,French,spat,3
"French,Old French",French,Old French,spectacle,3
"Old French,Old Norse,Latin,Greek,French,Norse,Sanskrit",Old French,Old Norse,spend,3
,,,stall,3
,,,stalls,3
,,,stands,3
,,,stephen,3
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,stir,3
,,,stirabout,3
,,,stock,3
"Old Norse,Latin,Sanskrit,Old French,French,Greek,Norse",Old Norse,Latin,stool,3
,,,stop,3
,,,stores,3
,,,stoutly,3
,,,strained,3
,,,strangely,3
"Greek,Old French,French",Greek,Old French,strength,3
,,,striking,3
,,,struggle,3
,,,struggling,3
,,,studied,3
"French,Old French",French,Old French,study,3
"French,Old French,Latin,Greek",French,Old French,stupid,3
"French,Greek,Old French",French,Greek,substance,3
,,,succeeded,3
"Old French,French,Greek",Old French,French,success,3
,,,suffused,3
,,,sugar,3
"Old French,French",Old French,French,sunny,3
,,,supper-table,3
,,,surveyed,3
,,,suspect,3
,,,suspected,3
"Germanic,English,German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",Germanic,English,sweet,3
,,,sweetheart,3
,,,sweethearts,3
,,,swept,3
,,,swung,3
,,,syllables,3
"Old French,French",Old French,French,tact,3
"French,Greek,Old French,Latin,Sanskrit",French,Greek,talent,3
"French,Old French",French,Old French,tawny,3
"Greek,Old French,French",Greek,Old French,teach,3
,,,teddy,3
French,French,,temperament,3
,,,there's,3
,,,thinks,3
"Latin,French,Old French,Greek",Latin,French,thirsty,3
,,,thoughtfully,3
"Old Norse,French,Latin,Greek,German,Old French,Sanskrit,Norse",Old Norse,French,tight,3
,,,tinker,3
,,,tiny,3
,,,tiresome,3
"Sanskrit,Latin,Norse,Greek,French,Old French",Sanskrit,Latin,tobacco,3
,,,toddling,3
,,,tossed,3
"Old English,American English,Latin,German,Old French,French,English,Germanic,Greek,Sanskrit,Old Norse,Norse",Old English,American English,town,3
,,,tree,3
"French,Sanskrit,Old French,Old Norse,Norse,Latin,Greek",French,Sanskrit,tremble,3
,,,trip,3
French,French,,trousers,3
,,,tuesday,3
,,,turf,3
French,French,,unconscious,3
,,,uncovered,3
,,,union,3
"French,Old French",French,Old French,unique,3
French,French,,unknown,3
"French,Old French",French,Old French,vacant,3
"French,Old French,Greek",French,Old French,value,3
,,,veins,3
,,,vigorously,3
"French,Old French",French,Old French,violence,3
"French,Old French,Greek",French,Old French,violent,3
"French,Old French,Greek",French,Old French,visible,3
French,French,,visitor,3
,,,vote,3
,,,votes,3
,,,wailing,3
,,,walks,3
,,,walter,3
"Old Norse,Latin,Old French,French,Greek,Norse,Sanskrit",Old Norse,Latin,wander,3
French,French,,warning,3
"Old French,French",Old French,French,watch,3
,,,waters,3
,,,waved,3
,,,waves,3
,,,ways,3
French,French,,wealth,3
,,,wearily,3
,,,wearing,3
"Latin,Norse,Old French,French,Greek,Sanskrit",Latin,Norse,web,3
French,French,,wedding,3
,,,wednesday,3
"Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",Greek,Old Norse,weight,3
French,French,,westward,3
French,French,,whip,3
"Old French,French",Old French,French,whipping,3
,,,whiskies,3
,,,whispered,3
French,French,,wholly,3
"Latin,Old Norse,Old French,French,Greek,Sanskrit,Norse",Latin,Old Norse,win,3
,,,winding,3
,,,wisha,3
,,,wishing,3
,,,witness,3
French,French,,wonderful,3
"Old French,French",Old French,French,wooden,3
,,,working,3
,,,workmen,3
French,French,,worth,3
,,,wrapped,3
"Old French,Greek,French",Old French,Greek,yacht,3
,,,yaka,3
"Old Norse,Norse,German,Germanic,French,Greek,Old French,Sanskrit,Latin",Old Norse,Norse,ye,3
,,,65,2
French,French,,abrupt,2
"French,Old French",French,Old French,absence,2
,,,abstracted,2
,,,accents,2
,,,accompanied,2
,,,accompaniments,2
,,,accomplishments,2
French,French,,accord,2
,,,acknowledged,2
French,French,,acquaintance,2
"French,Greek,Old French,Latin,Sanskrit,Norse",French,Greek,act,2
"French,Old French",French,Old French,active,2
,,,acts,2
,,,ada,2
,,,addressed,2
,,,addressing,2
"French,Old French",French,Old French,admire,2
,,,admiring,2
,,,admitted,2
,,,advanced,2
,,,advancing,2
French,French,,advertisement,2
,,,advertisements,2
,,,advised,2
,,,affairs,2
,,,affectionate,2
,,,agitated,2
,,,alarm,2
French,French,,alderman,2
"French,Greek,Old French",French,Greek,alert,2
,,,alluded,2
,,,allusions,2
,,,almonds,2
,,,aloud,2
,,,alternately,2
"French,Old French",French,Old French,amiable,2
French,French,,amuse,2
,,,andre,2
,,,angrily,2
French,French,,anguish,2
,,,animal,2
,,,animatedly,2
,,,anybody,2
,,,apollinaris,2
French,French,,apologise,2
"Old French,French,Greek",Old French,French,apology,2
French,French,,appeal,2
French,French,,appointment,2
,,,appreciated,2
,,,approaching,2
French,French,,approval,2
,,,approved,2
,,,araby,2
"French,Sanskrit,Old French,Latin,Greek,Norse",French,Sanskrit,arc,2
,,,arch,2
,,,archbishops,2
"Old French,French",Old French,French,aroma,2
,,,arrayed,2
,,,arriving,2
"French,Old French",French,Old French,article,2
"French,Old French",French,Old French,ascend,2
French,French,,assistant,2
,,,assuming,2
,,,astonishing,2
,,,astrakhan,2
,,,attempt,2
,,,attempting,2
"French,Old French",French,Old French,attend,2
,,,attentively,2
French,French,,auditorium,2
"French,Old French,Greek,Norse,Sanskrit,Latin",French,Old French,autumn,2
,,,awakened,2
French,French,,award,2
"French,Old French,Greek",French,Old French,bachelor,2
,,,backwards,2
,,,badly,2
"Old French,Greek,French",Old French,Greek,balcony,2
"Old French,Latin,Greek,French",Old French,Latin,ball,2
"Old French,French,Greek",Old French,French,ballast,2
"French,Old French",French,Old French,band,2
,,,bandage,2
,,,barmbracks,2
,,,base,2
"Greek,Norse,Old French,French,Sanskrit,Latin",Greek,Norse,bath,2
"French,Old French",French,Old French,battle,2
"Norse,Sanskrit,Old French,French,Greek,Latin,Old Norse",Norse,Sanskrit,bear,2
,,,beating,2
,,,bed-rail,2
,,,beef-tea,2
,,,begged,2
French,French,,behalf,2
,,,belgium,2
"Old Norse,Norse,Old French,French,Greek,Sanskrit,Latin",Old Norse,Norse,belief,2
,,,bells,2
,,,belonged,2
,,,belt,2
,,,bending,2
,,,benefit,2
,,,bergin,2
,,,biceps,2
,,,biggest,2
"Old French,French",Old French,French,billy,2
,,,birds,2
"Germanic,German,French,Old Norse,Greek,Old French,Sanskrit,Latin,Norse",Germanic,German,birth,2
,,,bishops,2
,,,bitten,2
French,French,,blancmange,2
,,,blessed,2
,,,blinking,2
,,,blouses,2
French,French,,blown,2
,,,blunt,2
,,,bluntly,2
,,,blushed,2
,,,boasted,2
,,,bodies,2
"Sanskrit,Latin,Greek,Old French,French,Norse",Sanskrit,Latin,bold,2
,,,bond,2
,,,border,2
,,,bored,2
,,,born,2
French,French,,bother,2
,,,bounding,2
"Norse,Sanskrit,Latin,Old French,French,Greek",Norse,Sanskrit,bow,2
,,,bowl,2
"French,Old French",French,Old French,bowls,2
,,,bows,2
"Norse,Greek,Old French,French,Latin,Sanskrit",Norse,Greek,brain,2
,,,branches,2
"Old French,French",Old French,French,brandy,2
"Old French,Greek,Latin,French,Sanskrit",Old French,Greek,brass,2
French,French,,brave,2
,,,bread,2
,,,breathing,2
,,,brim,2
,,,broadly,2
French,French,,brutal,2
,,,build,2
,,,bulged,2
,,,bullied,2
,,,bundles,2
"Greek,Sanskrit,Old French,French,Latin",Greek,Sanskrit,burden,2
,,,bustle,2
,,,buttoned,2
,,,buying,2
,,,bygones,2
,,,bystanders,2
"Greek,Old French,French",Greek,Old French,byword,2
,,,cabs,2
,,,calmly,2
"Greek,French,Old French",Greek,French,candid,2
French,French,,candidate,2
,,,cans,2
French,French,,canvass,2
,,,capitals,2
,,,cardinals,2
,,,career,2
,,,careering,2
,,,carelessly,2
"French,Old French",French,Old French,caress,2
,,,caressed,2
,,,carman,2
,,,caruso,2
,,,carver,2
"French,Greek,Old French",French,Greek,catechism,2
,,,cavalier,2
"French,Old French",French,Old French,celibate,2
,,,celtic,2
"French,Greek,Old French,Norse,Sanskrit,Latin",French,Greek,cemetery,2
"French,Old French",French,Old French,central,2
,,,chains,2
"French,Old French,Greek",French,Old French,chance,2
"French,Old French",French,Old French,chandelier,2
,,,chaps,2
"French,Old French",French,Old French,charm,2
,,,chased,2
,,,chatting,2
,,,cheekbones,2
,,,cheer,2
,,,cheerful,2
,,,cheese,2
,,,chewed,2
,,,china,2
,,,chocolate,2
,,,chocolates,2
,,,chops,2
,,,chose,2
,,,chosen,2
,,,christmas-time,2
,,,cigarettes,2
,,,circled,2
"French,Greek,Old French",French,Greek,citizen,2
,,,clacking,2
French,French,,claim,2
,,,clambered,2
,,,clanged,2
,,,clapped,2
,,,clasped,2
,,,clasping,2
,,,classes,2
,,,clean,2
,,,cleanshaven,2
,,,cleaver,2
,,,clergyman,2
,,,climax,2
,,,club,2
,,,clumps,2
,,,coats,2
French,French,,coin,2
,,,coins,2
,,,colours,2
"French,Old French",French,Old French,column,2
"French,Old French",French,Old French,comical,2
,,,commercial,2
"Old French,French",Old French,French,commonplace,2
,,,compared,2
,,,complete,2
,,,completely,2
"French,Old French,Greek",French,Old French,conceal,2
,,,conceived,2
,,,concern,2
"French,Old French,Greek",French,Old French,confession,2
French,French,,confessional,2
"French,Old French",French,Old French,confidence,2
"French,Old French,Greek",French,Old French,confusion,2
"French,Old French",French,Old French,conservative,2
,,,conservatives,2
"Old French,French",Old French,French,conservatory,2
"French,Old French,Greek",French,Old French,consider,2
,,,considering,2
"French,Old French",French,Old French,console,2
,,,constantine,2
,,,constantly,2
,,,contained,2
,,,continually,2
,,,continuing,2
French,French,,converse,2
,,,converted,2
,,,cooked,2
,,,corn-factor,2
,,,corners,2
French,French,,corpse,2
"French,Greek,Old French",French,Greek,corridor,2
,,,coughed,2
"French,Old French",French,Old French,counsel,2
"French,Old French",French,Old French,count,2
,,,counting,2
,,,courts,2
,,,cowley,2
,,,crape,2
"French,Latin,Greek,Old French",French,Latin,credo,2
,,,crept,2
French,French,,cretonne,2
,,,cries,2
French,French,,critical,2
French,French,,crow,2
,,,crowded,2
,,,crumbs,2
"Sanskrit,Old Norse,Old French,Norse,American English,Germanic,French,English,Welsh,Old English,German,Latin,Greek",Sanskrit,Old Norse,cup,2
,,,curbstone,2
,,,curiously,2
,,,curve,2
,,,curved,2
,,,customers,2
"French,Greek,Old French",French,Greek,cylinder,2
"Old French,French",Old French,French,daily,2
,,,damned,2
,,,danced,2
,,,dangled,2
,,,dark-complexioned,2
,,,darkened,2
,,,darker,2
,,,daughters,2
,,,dawson,2
,,,debated,2
French,French,,decency,2
,,,deck,2
,,,declined,2
,,,defeated,2
,,,deftly,2
,,,degraded,2
French,French,,delay,2
French,French,,delirium,2
"French,Old French",French,Old French,deputy,2
,,,derevaun,2
,,,descended,2
,,,descending,2
,,,described,2
,,,deserted,2
"French,Old French",French,Old French,despair,2
,,,devils,2
,,,didn't,2
,,,dined,2
,,,dipped,2
,,,directions,2
"French,Old French",French,Old French,discover,2
,,,discovered,2
,,,discovery,2
,,,discreetly,2
,,,discussed,2
,,,disillusioned,2
,,,displayed,2
,,,disreputable,2
"French,Old French",French,Old French,distress,2
"French,Old French",French,Old French,distribution,2
"French,Old French,Greek",French,Old French,disturb,2
,,,diverted,2
"French,Old French",French,Old French,divine,2
"Greek,Latin,Sanskrit,Norse,Old French,French,German,Old Norse,Germanic",Greek,Latin,dog,2
,,,dogs,2
"French,Old French,Greek,Sanskrit,Latin",French,Old French,dome,2
"English,Greek,French,Old French,Norse,Germanic,Sanskrit,Latin,German,Old Norse",English,Greek,domestic,2
,,,donnybrook,2
,,,doubled,2
,,,doubtful,2
,,,dragging,2
French,French,,drapery,2
"Greek,German,Old French,French,Latin,Sanskrit,Old Norse,Norse",Greek,German,draw,2
,,,dreadful,2
"English,Irish,Welsh,Old Norse,French,Sanskrit,Norse,German,Old French,Greek,Latin,Germanic,American English,Old English",English,Irish,dream,2
,,,dried,2
,,,dripping,2
,,,driven,2
,,,driving,2
,,,drumcondra,2
French,French,,drunken,2
,,,drying,2
"French,Old French,Latin,Greek,Sanskrit,Norse",French,Old French,duke,2
"Old French,Greek,Latin,French",Old French,Greek,dusk,2
"French,Old French",French,Old French,duty,2
"French,Old French",French,Old French,eagle,2
,,,easier,2
,,,east,2
"Latin,Greek,French,Old French",Latin,Greek,eastern,2
"French,Old French,Greek",French,Old French,effort,2
,,,egan,2
French,French,,elaborate,2
French,French,,elder,2
French,French,,elderly,2
French,French,,eldest,2
"French,Old French",French,Old French,election,2
"Greek,Old French,French",Greek,Old French,electric,2
,,,elevenpence,2
"Old French,French",Old French,French,em,2
"Old French,French",Old French,French,emphasis,2
,,,employed,2
,,,employer,2
,,,emptied,2
,,,enclosed,2
,,,encouraged,2
,,,encouragingly,2
"French,Greek,Old French,Latin",French,Greek,energy,2
,,,enjoying,2
,,,enraged,2
,,,entangled,2
"French,Old French",French,Old French,entire,2
"French,Old French",French,Old French,entrance,2
,,,entrusted,2
,,,ery,2
,,,escorted,2
,,,escorting,2
,,,especially,2
,,,establishment,2
,,,eveline,2
French,French,,evenly,2
,,,everyday,2
,,,examining,2
"French,Old French",French,Old French,excellent,2
,,,exchanged,2
"French,Old French,Greek",French,Old French,exercise,2
"French,Old French",French,Old French,exist,2
,,,expected,2
French,French,,explain,2
,,,expressing,2
,,,expressively,2
"French,Old French",French,Old French,extent,2
"Old French,French",Old French,French,extravagant,2
,,,extremely,2
,,,eyed,2
,,,factories,2
,,,failings,2
"Old French,Greek,Sanskrit,Latin,French,Old Norse,Norse",Old French,Greek,false,2
"French,Norse,Old French,Greek,Sanskrit,Old Norse,Latin,German",French,Norse,fame,2
,,,families,2
"Old French,French",Old French,French,fan,2
,,,fancy,2
,,,farrington's,2
,,,fathers,2
,,,favourite,2
,,,favourites,2
French,French,,feast,2
,,,feebly,2
,,,ferryboat,2
"French,Old French",French,Old French,fervent,2
,,,fib,2
,,,figs,2
,,,fingered,2
,,,fireplace,2
French,French,,fishing,2
"French,Old French",French,Old French,fix,2
"Old French,Greek,French",Old French,Greek,flame,2
,,,flavour,2
,,,fleming,2
,,,flickered,2
,,,fling,2
,,,flood,2
,,,flush,2
,,,fog,2
,,,footsteps,2
,,,forefathers,2
,,,forgetting,2
,,,forming,2
"French,Old French",French,Old French,forwards,2
,,,fought,2
"Latin,Norse,Old French,French,Greek,Sanskrit",Latin,Norse,fourth,2
"French,Greek,Old French,Sanskrit,Latin",French,Greek,fragrant,2
"Old French,French,Greek",Old French,French,freely,2
,,,frenchmen,2
,,,friendliness,2
"Greek,French,Old French",Greek,French,friendship,2
"French,Old French",French,Old French,fringe,2
,,,frock-coat,2
,,,frowned,2
French,French,,fully,2
French,French,,fun,2
"Old French,French",Old French,French,funk,2
,,,furiously,2
,,,furtively,2
"French,Greek,Old French",French,Greek,fury,2
,,,fussing,2
,,,fussy,2
,,,g.p,2
,,,galloping,2
,,,gardiner,2
"French,Greek,Old French",French,Greek,garret,2
,,,gasworks,2
,,,gates,2
,,,gatherings,2
,,,generally,2
"French,Old French",French,Old French,gentle,2
,,,genuinely,2
,,,gesticulating,2
,,,gestures,2
,,,gets,2
"American English,English,Germanic,German,Irish,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit,Welsh,Old English",American English,English,ghost,2
French,French,,gilt,2
,,,glances,2
"Greek,Latin,Old French,French",Greek,Latin,glare,2
,,,glared,2
,,,glaring,2
,,,glasnevin,2
,,,gleaming,2
"French,Greek,Old French,Latin",French,Greek,glory,2
,,,glossy,2
,,,glove,2
,,,gloved,2
"Sanskrit,Norse,Old French,French,Greek,Latin",Sanskrit,Norse,glow,2
,,,good-bye,2
,,,good-day,2
,,,good-evening,2
,,,gossip,2
"Old French,French,Latin,Greek",Old French,French,grasp,2
,,,grated,2
"French,Old French",French,Old French,gratitude,2
,,,grattan,2
"Norse,Sanskrit,Old French,French,Greek,Latin,Old Norse",Norse,Sanskrit,grave,2
"French,Old French",French,Old French,gravel,2
"German,American English,Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit,Germanic,English",German,American English,gray,2
,,,greatest,2
,,,grey-haired,2
,,,greyish,2
"French,Old French",French,Old French,grief,2
,,,grinning,2
,,,gripped,2
"French,Greek,Old French",French,Greek,grizzled,2
"French,Old French",French,Old French,grocer,2
,,,groove,2
,,,guess,2
,,,h,2
,,,habits,2
"French,Old French,Greek",French,Old French,haggard,2
,,,hairless,2
,,,hairy,2
,,,half-one,2
,,,half-past,2
,,,half-seven,2
,,,halfpence,2
,,,handing,2
,,,happily,2
,,,harder,2
"Old Norse,Latin,Norse,Old French,French,Greek,Sanskrit",Old Norse,Latin,harp,2
,,,harpist,2
,,,hats,2
"Old Norse,Greek,Norse,Old French,French,German,Sanskrit,Latin",Old Norse,Greek,hazel,2
,,,headings,2
,,,heated,2
,,,hello,2
,,,helping,2
,,,henry,2
"Norse,Sanskrit,Old French,French,Latin,Greek",Norse,Sanskrit,hide,2
,,,higher,2
French,French,,highly,2
French,French,,hilarious,2
,,,hips,2
,,,ho,2
,,,hoisted,2
"Old French,French",Old French,French,holiday,2
French,French,,honourable,2
,,,hopes,2
,,,horses,2
French,French,,hostess,2
,,,household,2
,,,howth,2
,,,huddled,2
"Latin,Greek,Old French,French",Latin,Greek,hue,2
"French,Old French,Greek",French,Old French,humble,2
,,,hume,2
,,,humiliated,2
,,,humming,2
French,French,,hush,2
,,,hushed,2
,,,hypereducated,2
,,,illness,2
,,,imitated,2
,,,immorality,2
"French,Old French",French,Old French,impalpable,2
"French,Old French",French,Old French,impertinence,2
"French,Old French",French,Old French,impertinent,2
,,,imposing,2
,,,impressed,2
French,French,,impulse,2
,,,inch,2
,,,inclined,2
,,,included,2
"French,Old French",French,Old French,incurable,2
"French,Old French",French,Old French,indifferent,2
"French,Old French",French,Old French,industry,2
,,,influences,2
,,,injuries,2
"French,Greek,Old French,Latin,Norse,Sanskrit",French,Greek,ink,2
